,x,y
35396,joininghe bandwagon.... wheeeeeeeeeeee.,joy
35397,<user> thanks!! yes!! a lot!,love
35398,watching some movie and playin on my computer.,joy
35399,<user> or nudge the partner! good birthday/ christmas/ i just want to buy you something gift!,love
35400,<user> does the game by neil strauss count? those guys seemed to do lots of persuading,noemo
35401,<user> haha. thanks shannon. 3 out of 5 boats got first.,love
35402,happy mother's day to all the mothers,love
35403,"<user> thanks oscc i have been changing it up lately, and i like this layout the most &lt;33",joy
35404,thinkin' twitter is interesting.,joy
35405,my friends are awesome! <user> <user> -- and the non twitter ones here right now too!!,noemo
35406,<user> you can use it for #iphone app dev.,fear
35407,can't wait 4 a real bed! haha,joy
35408,<user> so far surprisingly good responses. my dad offered to airbrush the old logo on the wall..but i think that might be overkill,joy
35409,<user> awww thank you,joy
35410,"just for fun: jessica alba weekly twitter follower count: 35,138 (+5,468). this is starting to look like a movement. <user>",joy
35411,slept for 11 hours after an exhausting but a fun fun out of town trip. high for the day so far? woke up to good ol' fried chicken,joy
35412,<user> tell everybody i said happy mothers day! love ya! #1 fan love you miley you rock,love
35413,<user> i know! but i still want to see it,joy
35414,"<user> <user> <user> you guys were absolutely amazing tonight, as always. thanks for always bringing the dance party.",joy
35415,<user> hi how are you doing ??? *just joined twitter...*,joy
35416,shes so cute when shes sleepy,love
35417,"i'm addicted to the jonas brothers' new single 'paranoid'! it's awesome!! if you haven't heard it already, go check it out!!",love
35418,<user> happy mom's day! here in spain it was last sunday!! any hint of when the first single will be out on radio? lym!! mini,love
35419,"<user> fuck yeah dude!!! i would ask how it was, but i already fucking know! how're you?",joy
35420,i just received a mothers day card from my lovely daughter wishing my a happy mothers day <url>,love
35421,mothers day today!,love
35422,<user> thanks jt i also enjoyed it i will. r u following me? ill follow u back,joy
35423,a post on my warhammer blog for anyone interested <url>,noemo
35424,drivin home and listenin to 50! fucking lightweights! left me stag! bullshit! love you though especially you toesha haha ha!,joy
35425,"it seems like everyone us watching x-men now, i feel like i've started a revolution feels nice",joy
35426,happy mother's day to all the moms out there! just finished having lunch with my relatives. i wuv you mommy and granny. hahaha.,love
35427,"pb&amp;j makes me happier than anything else in the world i love that when i'm tired, my demands are so simply met",joy
35428,still awake.. will get some sleep i have to drive to fortuna early.. red bull will guide me,joy
35429,<user> <user> <user> <user> from g's to gents season 1,joy
35430,i finished a bit of sketching.... and now to some writing!,noemo
35431,this one goes out to jimmy fallon and justin timberlake...doin' their gibb bros show on snl ? <url>,joy
35432,i have a whole day planned for my mom today that i know she will love!,joy
35433,<user> alright cool. see you tomorrow thank you!,love
35434,happy mother's day to all you tweeting mothers,surprise
35435,sweet situations.,surprise
35436,"for some strange reason, 'paranoid' sounds like u2. but i love them too, so it's aaaaall good.",joy
35437,"<user> i didnt mind the movie myself, may be because im not that big a fangirl myself",noemo
35438,back home. preheatin' oven before popping in a pizza,noemo
35439,finally home gonna hit the hay n sleep till noon lol,joy
35440,@ msrobynp thank u for that,fear
35441,happy mother's day to all the moms out there! special shout to my momma...luv ya! and pat....even though you're a jehovah's witness,love
35442,<user> omg i forgot about that! you lucky thing! hope you have fun!! x,joy
35443,missing <user> from bkk na.,sadness
35444,"<user> i love this!! our body should tell us how much sleep it needs, and its always good to be mindful at mealtimes",joy
35445,"just at home, not much going on, had a long day",noemo
35446,up way too early for a sunday.. watching old episodes of grey's,noemo
35447,<user> your test works fine for me tweetdeck is so cool eh?,joy
35448,<user> working out to your station - cool. love yer music kk back to the sweating part .....lol l8a xxx,joy
35449,"bye. tekzilla, then revision.",fear
35450,<user> - wait for the third day!!,noemo
35451,<user> hahahahah!! 04 would be the chief contributors. lol.,joy
35452,happy 1 year! &lt;3,love
35453,wants to greet all the moms a happy mother's day!!,love
35454,"<user> it was nice, we didn't stay long because we all got a hotel room.",joy
35455,<user> <url> - lucky! i'm so jealous even though i don't like her that much,noemo
35456,<user> i think we could be related,fear
35457,"wooow, i haven't charged my ipod touch all day today, and it's still alive! that's so coolio",joy
35458,is getting ready for an awesome service! - <url>,joy
35459,<user> thank you sister!!,joy
35460,<user> well done!!,noemo
35461,happy mother's to all the moms out there..,love
35462,<user> that is not even a question. when/when is the question,noemo
35463,that was a fun bacontaco night,joy
35464,"d-group saturday's, with a little bit of football, an hour nap, 3 hours of soccer, basketball in the tsu and yogurtland... life's good",joy
35465,<user> u said u was gonna follow its nita from ur live chat,noemo
35466,need to leave now.. tweet laters,noemo
35467,good morninï¿½everybody happy mothers-day to every mom,love
35468,"<user> no happy mums day for the mums, only the guys????",surprise
35469,happy mothers day,sadness
35470,ok ok ok yall do me 1 more favor..... plz follow <user> .... i'll owe u lol,noemo
35471,"<user> yeah im following you, hun! goodnight",joy
35472,<user> thnx babe just call me when u finish it....,noemo
35473,"<user> later! fine youmissed joe on bebo, he was online x]",noemo
35474,"spent a little too much $ at wombat, but it's cool 'cuz it was time to take care of tamara good. yay!",joy
35475,"<user> well, maybe you should ask yr cousin to get you a shoutout video or something. btw, i'm just randomly replying to people",noemo
35476,"not to worry, noone got that one. next question starts in 1 minute, get your thinking caps on",fear
35477,happy mother's day to all the moms out there!,joy
35478,"<user> so, the official transition from donathan to danathan has occurred? want 2 sell me ur shirt?",noemo
35479,<user> alternate name for a &quot;bacon mary&quot;... a &quot;bloody piggy!&quot; ;) (i have to give my boyfriend credit for that idea!),surprise
35480,"just put the brats to bed, now im chillin with noodle",joy
35481,"<user> 17 again was amazing! i have seen it three times! it's just hilarious, and you are fantastic!",love
35482,happy mother's day to all the mothers. have a beautifully blessed day!,love
35483,<user> so thats how u spent ur weekend so far?,noemo
35484,cultural tour 102 by loiusa's family: kangaroo sight-seeing in cemetary. lovely,joy
35485,<user> sounds like you need a week of digital detox,fear
35486,happy mommy day!!,love
35487,"<user> no, i'm in the us for the weekend not the uk",sadness
35488,"<user> hope u had a lovely lunch mel your dad's place sounds nice , i love polished floorboards .",love
35489,<user> nice! got any that are indexed that you want to unload? i need a few.,fear
35490,<user> i'm not trying to get more followers. i'm trying to get more interaction!!!!!!!!!,anger
35491,<user> playing with image,noemo
35492,happy momies day!,love
35493,everyone should listen to hadouken. they're fun,noemo
35494,ian is waiting for a very important pic,joy
35495,<user> happy mother's day to your mom,love
35496,<user> thanks. busy as fuck is good in my book.,joy
35497,my grandpa was telling me how they used to cut up human bodies in med school,noemo
35498,"i'm so sleepy now...g'night! happy mother's day to your mother, mama, ma, mommy (whatever you call them. lol) from mie!",noemo
35499,<user> what are u doin sheri?!,fear
35500,<user> happy mother's day to my mother. thank you for being such an awesome mother,love
35501,"<user> thanks! actually, when i first got my twitter, my pictures wouldn't upload either. but they upload, it just takes a",fear
35502,had a nice chat with an old frnd... its been a while since v talked was fun...,love
35503,<user> ferns n petals (fnp.in) should help you accomplish that task,noemo
35504,amazing night at the drive in,surprise
35505,<user> thanks for finding the amusing rubiks pictures tonight. making my evening via <user> ...,joy
35506,dance this morning before getting new headshots taken. loooong but fun day ahead,noemo
35507,i have a better idea: need a couple hour of relax. bed time. sweet dreams to everyone! love u all,joy
35508,"<user> true - to each his own i would let my sis do what she wanted. work or i'd help her. up to her, really.",surprise
35509,<user> so what does that make a queef,joy
35510,happy mother's day <url>,joy
35511,<user> kazim kazim i didn't know that name ))),surprise
35512,loving the # dreambears on #britains got talent,noemo
35513,<user> that is my idea of good dinner happy munchin,joy
35514,watching little bear,noemo
35515,waiting for the bus back from cripple creek to pick up the twizzler town seems kinda quiet tonite *rolynn719*,sadness
35516,<user> i still have them!! yay! gonna eat some now,joy
35517,<user> hey nia! i used to be the pd at hot 102.9 in dayton. i met you in cincinnati at the wiz christmas party. hope all is well!,joy
35518,we don`t need no education,noemo
35519,<user> you are super hot on your show,fear
35520,finally gonna get sum sleep that concert was crazy!!! god bless those ministers!!!,joy
35521,now i'm off to bed - happy mother's day all - have a great one,joy
35522,made this for you when i got home from wango tango <url> what a wonderful day.,love
35523,<user> i know you would be successful. and you're just starting. you would do great in the coming years. good luck to you,love
35524,cant believe how lucky i am to have such an amazing boyfriend,love
35525,<user> what's your doggieï¿½s name? so cute... same breed as the obamaï¿½s,love
35526,just got back from <user> 's party! sooo much fun! boom boom pow~ hahaha! ooh and i just told my mom happy mother's day,joy
35527,"<user> sounds lovely, hope you have a great day",joy
35528,"<user> actually sos won't be here, vi will be accompanied by gliss and make me. the day after brandi carlile, busy month gigwise",noemo
35529,and on that note im going to bed happy mother's day to my mommy +&amp; all the other mom's out there love u lady,love
35530,ive been passed out drunk for the passed couple of hours. good to go now,joy
35531,"i don't think i've ever been up this early on a sunday in a while. meanwhile, the #bigweekend awaits!",joy
35532,social was fun. swam in the water in my boxers,joy
35533,man u know things get very interesting sometimes lolll....im just 2 damn good,noemo
35534,happy anniversary to <user> and <user> you know whyyyy. three years baby!!!,joy
35535,"<user> i think i am a bit, in love with his creations and wit but not that physically attracted to him although he has great style",noemo
35536,off to a date with vaahedh! -_- well...atleast its the last one,joy
35537,<user> that sounds like a good compromise.,joy
35538,"#web20 .#prologue - modern liberalism, misconstrued (2nd 1/2 of bible -- &quot;christ -- without the crucifiction&quot; abstraction w/o 'skin'",surprise
35539,<user> haha maybe someday i will be your publicist! that's what i am going to school for,joy
35540,<user> !!! tell everyone i say hello,noemo
35541,"<user> unfortunately i know i would like them - which is why i am avoiding them,",fear
35542,yippee! happy birthday to me,surprise
35543,"finally finished studying, 7 pages of double sided notes later... off to cook tea and dessert now. happy mother's day!!",joy
35544,<user> i sawn it three times,noemo
35545,now cassidy is butcking that i am bitching lol cant ever win,anger
35546,playin' didgeridoo in the living room and thinking about the world going by.... lovely life #fb,noemo
35547,<user> next time,noemo
35548,is thinking what song to use for the next chilled edition video!,joy
35549,i'm feeling great!,joy
35550,is at denny's right now with the group. prom was fun,fear
35551,about to go to my boo's pad,sadness
35552,the best thing i have ever done is carry and birth a child,love
35553,"<url> this is cool, van helden.",joy
35554,is getting the hang of twitter.,noemo
35555,"word to all those i call mom, and there are a lot of yall.. happy mothers day i love you all!",joy
35556,"<user> wishing you a very happy mother's day, carina!! hugs...joy",love
35557,"<user> don't fall to celebrity worship, though... just write what you think, do the best you can and rock on",noemo
35558,<user> that movie made me cryhardcore!!!!! i loved it...,love
35559,<url> new post,noemo
35560,<user> it's my fave!,love
35561,<user> dm me your email addy n i'll fwd dem 2 ya,noemo
35562,<user> dope background,noemo
35563,"happy mother's day to all the moms out there! you are all amazing, and we would be nowhere without you! thanks for being our moms",love
35564,<user> kashtam ! wonder what would be the similey for csk,joy
35565,"a slightly less disturbed night, after a while, which is a good thing. looking forward to some quality time with my toadtastic boy",love
35566,watchin tv. happy moms day.,joy
35567,just installed youtube downloader anyone knows how to make a trailer out of videos??,noemo
35568,enjoying lazying around eating roses chocolates x,joy
35569,finallyy done !! and done clean'n lay'n down time 4 bed.. goshh its 3 o'clock !! lol nite nite twitta heads,joy
35570,<user> i heard it is not illegal unless you are caught,noemo
35571,"<user> go to vegas, but don't spend all ur money!!!!",surprise
35572,"<user> yes, by 16 minutes now.",noemo
35573,<user> i brought a buffalo 320gb for 3800...it has the fastest transfer rate for a usb hdd...i benchmarked it at 34mb/s on my comp!!!,joy
35574,<user> you were amazing on snl!! loved it!,love
35575,<user> you'll be fine don't worry ... good luck again,fear
35576,"pretty amazing weekend so far but its bedtime ,, i'm exhausted ! mothers day tomorrow nighty night",love
35577,i loved star trek. it was so awesome. and the effects were brilliant! &quot;live long and prosper.&quot; hehe. i wanna see it again,love
35578,"<user> omg!! hahaha! i thought you were joking about twittering that, hahaha!! awesome, good times were had by all",joy
35579,about to go to sleep. fun,joy
35580,"free for all... good nite i mean its a good nite, wateva",noemo
35581,<user> online! <url>,joy
35582,<user> what were you doing up at that time??,noemo
35583,"working away just now, hopefully it stays nice for the afternoon and evening! possible bbq weather!",noemo
35584,"happy mother's day to all the beautiful moms out there. (i'm kind of a mom, i think my little pup counts! )",fear
35585,"it turns out i'm really, like, sixty years old, guys. you were right!!!!! i'm off to seek my future a little later than planned!",joy
35586,"<user> hey jk...wish evenlyn a happy mothers day tomora for me..i had a great day, my gift will be tickets to see ya's ere in oz",love
35587,<user> it's because we're right,sadness
35588,"<user> aww thank u hun i cant believe ah i will send you when i look pc =d cuz im login from mobile.i will send you,dear friend ^",surprise
35589,<user> probably why he's still married to joan perhaps?,fear
35590,<user> thankies. i'll never be able to watch the movie madagascar the same way again... hehe.,joy
35591,<user> &quot;mom set the bar so high i need to learn to fly to reach it!&quot; -- now that's an awesome sentiment to read on mother's day.,joy
35592,adams morgannnn for jumbo slice,noemo
35593,<user> you know you lvoe me!,love
35594,<user> thanks!!,joy
35595,perfect way to end a totally boring day? sleep. goodnight,noemo
35596,<user> my problem is the other way around. except i have a loop hole. education = equivalent experience,noemo
35597,<user> dull life was on the soundtrack of one of my favourite showss,joy
35598,listening to some brandy...never say never cd,noemo
35599,"<user> thanks for a great night, dear. perfectly completed my weekend.",joy
35600,<user> any kimbeommie updates?,noemo
35601,<user> simple my a#@,noemo
35602,<user> weird. i tot it will usually rain east coast first. and east coast usually gets more rain.,surprise
35603,i am having the time of my life,joy
35604,<user> haha ...your hotter than justin timberlake,joy
35605,<user> happy mothersday,love
35606,<user> thanks,joy
35607,is feeling good.. kinda tired.. miss him... can't wait for grad this weekend!!,sadness
35608,<user> haha you're welcome! i was honestly going crazy too. have a great night as well,love
35609,i just received a mothers day card from my lovely daughter wishing my a happy mothers day <url>,love
35610,<user> morning amy xxxxxxx,noemo
35611,"<user> hey kev - keep with it. it seems crap at first but will def be worthwhile! add loads of people, much more interesting",joy
35612,<user> that's so you!,noemo
35613,is off to body power expo! thanks to mike at performance network for the free tix!,fear
35614,<user> lmao. joey is mine i cant wait to meet them in july!,love
35615,"just rocked home from maccas, and now signing a petition for big bang to tour aus lol",joy
35616,"<user> <user> whether that's good or bad, i can't disagree with you there.",fear
35617,<user> you need to follow me so i could send you a direct message.,noemo
35618,oh that just made my evening. i forgot merlin was on tonight! but its a toss up between rove and spielburg on spielburg on abc2 choices.,joy
35619,star trek was so good im seeing it a third time...corse i do work at the movie theator,love
35620,"<user> i love you, baby",love
35621,<user> yay happy mothers day to me screw burnt breakfast in bed i'll take some e. (erniehalter live &gt; <url>,joy
35622,boystown. i`ll leave for eastwood in 3hours.,noemo
35623,...with penney! thank you for letting me in at 11 at night,joy
35624,<user> i love music!!! i like almost everything!!,love
35625,<user> it was an awesome talk find it very true that i am watching the ruby community closely,love
35626,<user> thnx sweetie how r u this evening? xo,love
35627,<user> congratulations were you being mindful through the run as well or / and listening to music?,joy
35628,<user> thanks....,love
35629,"<user> i've always been pretty athletic, i especially love b-ball. anyway, yeah i can run",love
35630,<user> ciara was great at snl..kim...you were mentioned on snl tonight..justin t was really good also,love
35631,just did my bit to stimulate the economy,fear
35632,assumes it wasnt so taboo to start an email with &quot;lol&quot; considering that the reply it got started with &quot;rofl. pwn3d.&quot; i love the internet!,joy
35633,its like 2 in the morning..sometimes i just don't know exactly what is best to do..but i will def. figure it out! ...happy moms day!,fear
35634,"had a great time with mpix shootout, just great thanks mpix...",joy
35635,"first day on new job,, bought a new clothes already and it was 40% off for employee discount!",joy
35636,i like them all i just saw the movie 4.8 i would give it a 5 if tyler perry wasn't in it,noemo
35637,<user> yay i'll do you a heart mk shout in a sec pam,fear
35638,<user> looks like you need a local marketing person. i'm booked for 2 gigs in vegas that day,joy
35639,<user> thanks you've been quiet lately!,love
35640,<user> <url> - awwww she looks like one of my kitty little furry balls are the best!,joy
35641,"finally home, watching saturday night live, then dreaming about my amanda boo",joy
35642,<user> <url> - whooooooooooooa!!!!!!!!!!!! ang ganda ko dito ha!!! thank you!,joy
35643,is happy mothers day!,love
35644,"still playing wii fit lol fun fun fun,, movies tonight ill upload photos i took today right now check next tweet",joy
35645,@ ginniejean there's a lot of mojo all over the place... yes.,fear
35646,"just finishing shooting, can u believe it, but got the job done",surprise
35647,<user> i am semi in love with you. just so ya know,love
35648,<user> i have to pee.,fear
35649,"hope everyone is okay, especially americans who are affected by the fire or the swine flu(h1n1) . okay, i should pray for them",fear
35650,"went to a party last night. dindin and i showed up in matching outfits ) great minds think alike ) anyway, happy birthday, ate lara",joy
35651,<user> actually people were more decisive than that.,fear
35652,<user> love your voice sing whisper! (erniehalter live &gt; <url>,joy
35653,missing my mother... t-11 days! happy mother's day!!,joy
35654,movie and popcorn time,noemo
35655,i was feeling guilty about buying a luxurious pair of shoes yesterday until my house mate just saw them and got over excited,fear
35656,<user> arre main toh bakwaas kar raha tha. sunday morning bakwaas,noemo
35657,hey cool: <url>,joy
35658,almost dere really tired eyes r really dry,noemo
35659,is clamped out...haha,fear
35660,<user> ...i wonder if the dog is thinking the same thing.... #fml,fear
35661,just got off the phone with lainey the love of my life . . . now im taken a crap,joy
35662,had a great night with some old friends...we're still &quot;home-town heroes&quot;....some things never change,joy
35663,had a great night,noemo
35664,<user> i'll take a look tomorrow - definitely want to graph as many tweets as possible!,noemo
35665,trying to get out to enjoy the weather &amp; train a little... some minor beer tasting activity took place yesterday with <user> etc,noemo
35666,home bound for mothers day,noemo
35667,"<user> i just started watching 30 rock too, borrowed seasons 1 and 2 from my dad so good.",love
35668,<user> do you ever sleep?,noemo
35669,is phone fucking with tyson,joy
35670,n now the end to another wise great nite! excuse me while i dream a little dream,joy
35671,"<user> yes i can talk friench and in my picture this is me in france !! now , i'm in london and soon i'm going to l.a",noemo
35672,<user> going to see star trek,noemo
35673,<user> wowza o____o you went the whole hog then,noemo
35674,i love how when i leave my laptop on my bed it creates a nice toasty spot,joy
35675,i love my mommy.,love
35676,<user> thanks there's a men's version in june. it's very popular.,surprise
35677,"<user> haha im jewish, i love that one",love
35678,"<user> hi!good luck for the mtvawards, im sure you're going to win!i hope so!i love your work! ha you speak spanish? take care",fear
35679,i chopped a fringe in last night got tired of having it hang in my eyes. made a mess,fear
35680,<user> love your website! wish i lived closer to sample the cupcakey treats,love
35681,<user> wud like to. but i actually have a free weekend this time and family is visiting. so i'm staying put. next time,sadness
35682,"<user> yep infact she is popular, miss india 99, talented film actress .... and lot more",love
35683,<user> <user> happy mother's day to both of yall. from me and my boys...,love
35684,we in bed now.,noemo
35685,had fun early night vegas because pool tomorrow,joy
35686,"<user> what's up? not much, just listening to music i'm in tx",noemo
35687,happy mothers day.!,love
35688,i love crowded cars and ayanna!,love
35689,"<user> honey i don't think you're kidding for a moment, i feel that your dedication to the gorgeous smirky men is strong indeed!",love
35690,<user> have a good flight!,noemo
35691,<user> ay beezy! finally lol its time to hookah so get off twiiter...love ya,noemo
35692,<user> good morning david! happy mother's day to your mom lol. too bad u can't be with her. she is so awesome!,love
35693,only just past 8am and already been spoiled rotton,sadness
35694,hello twittttty world! how do you do?,surprise
35695,<user> sweet i'm 5'3 so perfect for me,love
35696,"<user> oh, i'm skeptical too. i just think it's the best thing he could have said under the circumstances",noemo
35697,good morning guys! dont forget: today is mothers day! mommy? i love you ! youï¿½re the best &lt;3,love
35698,"had a blast, babe. thanks joe. &lt;3 i love everyone! tyler...happy birthday.",joy
35699,<user> haha yes and that is bs! all men lie. show me one who doesn't and i'll marry him,sadness
35700,cynthia and jenny are spamming my twitter! haha,joy
35701,<user> all breaking news will be tweeted here i hope welcome to twitter!,joy
35702,ouch i have a headache. but i am in a ridiculously good mood,surprise
35703,kandice and i just found 'baby sailor blue' at casey moores <url>,joy
35704,<user> stress test: <url> good luck!,noemo
35705,"i changed my picture i am soo screwed, i have an assignment due tomorrow that i havent started, i just cant concentrate argh",fear
35706,helll yeah i found a melon bar in the freezer ....mmm best cure for my hangover,love
35707,"<user> nope, not &quot;done&quot; yet",joy
35708,"shite night, tomorow, i get to hang out with my little brother and neice, should be sufficient enough to change my mood",joy
35709,"standin in a forest, just got the maddest photos taken",noemo
35710,toris was so fun! jb movie was absolutely amazing! and i had a good day at work! yay i loved the movie! :0,love
35711,<user> thanks i'm holding my mini laser light thingy lol. how are u?,joy
35712,finally got to see you,noemo
35713,"<user> #warmfuzzies to you, my friend",joy
35714,"boopboopboop. still talking to ashley &amp; brittany. i've been talking to ashley for forever, and our convo still goes places. we're awesome",joy
35715,"<user> ur welcome, sweet dreams!",joy
35716,<user> lol too funny!!! i love my angels hehe,joy
35717,<user> thanks colin hearing that bad knee imor not il crawl over the finish line your a wee star,fear
35718,<user> kirk is hotter than spock,noemo
35719,"<user> lol that just totally made me laugh, which made my day",joy
35720,<user> thats so cool,joy
35721,success!,joy
35722,"morning, up early to travel to today's game but reli happy my bro is coming to watch me x",fear
35723,"<user> aww stanley, have you still got him, they can live for like 20 years right? x",love
35724,<user> i love cobra starship!! thanks for the suggestion!,joy
35725,pretty sure my kitties missed me...one is laying on me and the other 2 are on each side of me. they are so cute though.,love
35726,<user> you really chose the wrong time of year to do this didnt you,love
35727,clonecloud: actually it's distant processor provisioning like the idea <url>,noemo
35728,"<user> thank you, god bless im going to eaat my in in out",joy
35729,"<user> youtube. ) really awesome quality, actually.",joy
35730,having first beer in over 8 days what has happened to me and im only having it cause miss 8 wanted to get me one for mothers day.,noemo
35731,jennnnnn richhhh wast to the ed,noemo
35732,this is dedicated to all those moms out there - happy mother's day ? <url>,love
35733,watching the kids eating an ice cream.,noemo
35734,<user> thnks for followin,noemo
35735,<user> i totally and completely agree,joy
35736,just watched what happens in vegas it was really good,joy
35737,<user> thank you for the re-tweet,love
35738,ready to crash!...had a great day and a fun night! i couldn't ask for anything more night!,joy
35739,<user> omg! shannon happy birthday!!!! i'm celebrating for you!,love
35740,i didn't check twitter till just now. thanks everyone for all the congrats! i really really appreciate it #fb,joy
35741,<user> yeah next time,love
35742,"and they are so censoring over at nin.com, nobody can really speculate about these things are disagree with anything",surprise
35743,<user> the green one! it's limey,joy
35744,loves when hard work pays off. yay for being nominated for the national society of collegiate scholars!! wow!!,surprise
35745,<user> very relaxing thank you. hope you get to put your feet up tomorrow and enjoy the day,joy
35746,"finally back in bed with my puppies after a long week in jamaica. loved it, but lve to be home too!! night",surprise
35747,<user> love the background! those are my fave pics of them when they're at the beach! thanks for the follow!,love
35748,"<user> look, no matter the ethnicity, women are something else! fellas, can i get an amen? *dueces*",noemo
35749,"off to mothers day brunch with the gang. yay!!!!! it's not the zoo, but should be just as much fun.",sadness
35750,<user> probably something to do with friendfeed,joy
35751,<user> morning david! i hope you're able to contact you're mom for mother's day!she seems really sweet i guess you get it from her!,love
35752,something strange in the air lately. been setting everyone on edge. going to do a good smudging of the house. good to do those anyway,surprise
35753,<user> ha! lemme know what you find (tho i suspect it will be a lot of complaints). have a peaceful night my friend,fear
35754,<user> byeeeee,noemo
35755,"<user> they can be a drag,,but for the most part they come in handy hee hee",joy
35756,is awake earlier than expected but is in a good mood and the sun is out,love
35757,if i ran the mile to mcdonalds and ran the mile back would that burn off a double sausage and egg mcmuffin lol,joy
35758,<user> hello again how'd ur saturday go?,noemo
35759,<user> i am blessed beyond measure,joy
35760,<user> you seem cool,noemo
35761,"<user> you're welcome char, glad you liked the cake, it's pretty simple you should give it a try",sadness
35762,watching snl with my ucsd girls and laughing about twitter/blackberry jokes thought i'd tweet that.,joy
35763,"<user> aww i know, we used to chat but you became too cool for me ;)",noemo
35764,also i was conviced to do a happy dance and then told it was the most adorable happy dance ever,joy
35765,<user> you cooould say that,noemo
35766,we got jojo in for free and free drinks for mom! my kind of night,joy
35767,<user> that would be the one. it's awesome sauce.,love
35768,i love the music video of you belong with me by taylor,love
35769,"happy mother's day to allmothers, cheers!!",love
35770,"<user> wow,that must be sooo cool",joy
35771,<user> so what do you do when you wake up? morning by the way,joy
35772,<user> <user> posted and its good,fear
35773,"<user> check and check! and yes, i did (and am)!",noemo
35774,<user> you have dsl? welcome to 2009!,surprise
35775,"hi tweete, surprised to see everyone still up...maybe it's the full moon",surprise
35776,<user> totes it's gonna be fun as bi-otch. yeah she'll do it... we'll make her!!,joy
35777,<user> hey! i am back. been listening to retrorewind. how you do always know everything.,surprise
35778,<user> ok! oops sorry,noemo
35779,<user> ooooh! i thought eggos were some kind of synthetic egg or egg sustitute or something. you crazy americans,love
35780,<user> oo ok. when i opened up twitterfon and it said i had a reply i was like lauren conrad andswere me haha,joy
35781,had an okay day. but hanging out with brianna and saelina was good,joy
35782,"<user> yeah i've been going there for the last month!! so amaaaazing, i'll bring some back for you",joy
35783,"you tell yo mamma an em i axe how she durrin, and that i said happy mothers day.",joy
35784,i want some candy!!!,joy
35785,"3,144 words later, it's bedtime",noemo
35786,"<user> sounds a bit alan partridge a-ha! (good morning, by the way)",surprise
35787,"<user> had not heard the title or author before, must look it up enjoy",joy
35788,<user> dylan dont think twice.,love
35789,"<user> yeaa i know she is smartier then that, plus she knows the real thing is better lol",joy
35790,<user> hello friend!! welcome to twitter!!,noemo
35791,is having fun with the traditional family dinner party for mother's day...,joy
35792,i just received a mothers day card from my lovely daughter wishing my a happy mothers day <url>,love
35793,<user> try installing twibble which is a java based app that should work on most phones,noemo
35794,"just got back from..ahem, meal#4...was boring but had to eat nonetheless",sadness
35795,and they are really censoring over at nin.com and i really hesitate to go over there are talk about this,anger
35796,addict to &quot;long time gone&quot;,surprise
35797,calling it a night .... talk to yall tomorrow,fear
35798,good morning and happy mothers day everyone,joy
35799,<user> tell your grandmother i say hello,noemo
35800,"<user> i did, haha. i'll run is more suitable, at the moment.",joy
35801,this is the earliest i've been up for ages! body is crying to go back to sleep... must resist! a shower should do the trick,joy
35802,"haven't twittered in forever. yeah, just had my sixteenth birthday party tonight",love
35803,<user> your dad is a superman for pulling through! take it easy,joy
35804,"<user> of course. i'd send it to you, but i don't think it would survive the trip.",noemo
35805,playdate with jenny was fun.,noemo
35806,that boy over there is something worth admiring,joy
35807,ra'anana is a wonderful place,joy
35808,"ending my evening on the best note. i will love you forever, tweets.",love
35809,living in ballarat again,noemo
35810,"<user> haha, happened to me a lot of times. know the feeling. happy mums day to ur mom too delle",love
35811,happy mother's day to all mothers including my own mom!,love
35812,prism is the my new webtop.. mozilla labs rocks my world...,joy
35813,<user> <user> yeah i'm okay been icing and ace bandage and sitting on my <user> on twitter... lol thanks,joy
35814,<user> ack ~ of course i'm a person! but i think <user> knows that,joy
35815,<user> fuck you,anger
35816,<user> umm i like lucas and peyton wbu ?,love
35817,hanging out with dan from houston calls!!,noemo
35818,"<user> iya, nyokap gue pernah berkata demikian :-| and it's so hard to share what we have",fear
35819,"watching almost famous with andrew, michael, and yolanda",noemo
35820,<user> they're for my mama i always bake late and get worried that the mixer is gonna bother people.,fear
35821,"<user> yay, i'm glad though man i wanted to see it",love
35822,"<user> haha no, i was referring to the band... <url>",joy
35823,<user> yo what you think of last night? was good to see ya!,joy
35824,mango medley has yummy mango and mango ice cream!,joy
35825,"gotta get up early to spend some time with my mommy before i go to work, so i'm off to bed. goodnight twitter",love
35826,good morning! just went to bed it feels and already morning...goes fast! now i am going to the gym soon. have a nice day!,noemo
35827,<user> riley hacked my twitter! hahaha :],noemo
35828,well.. i just saw the dead zone for the first time. its a good tv show. <user> is back,love
35829,"god, i love quizzes. when i get my phone im gonna be on it 24/7 doing facebook quizzes.",love
35830,is getting married in vegas in november by an elvis impersonator am so happy!!!,love
35831,<user> don't be sorry you can race for charity or just for fun. i do this one for fun.,joy
35832,"man, finishing &quot;operation anchorage&quot; sure gives you an unfair advantage, loot-wise... i love the stealth field suit and gauss rifle",joy
35833,<user> also happy mother's day,noemo
35834,<user> you can save it for next time!! ? <url>,noemo
35835,"<user> a mocha at 12:30am? my, youï¿½re brave",surprise
35836,<user> happy mother's day <url> (my friends made the video),joy
35837,i am usually more creative on mother's day but lately i have not been feeling creative. o.k.. good night. uh morning...,sadness
35838,off to pearlyn's place - gran's bday + mothers' day dinner tonight! mom went for adults' svc today!!! (l) happy mothers' day moms!,love
